ordernumber,orderdate,year,month,day,customername,customer_type,warehousecode,product_code,orderquantity,unitprice,revenue,costs,profit,client_group,product_type,is_holiday,week_num,year_month,year_week
SO - 0003784,2016-06-22,2016,6,22,Wuxi Group,Wholesale,GUT930,STK-120,11,444.44000000000005,4888.84,2981,1907.84,alpha,CX,0,25,2016-06,2016-25
SO - 0003785,2015-04-27,2015,4,27,Winthrop ,Distributor,GUT930,STK-125,12,167.7,2012.4,1032,980.4,beta,CZ,0,18,2015-04,2015-18
SO - 0003786,2016-01-12,2016,1,12,Sundial ,Distributor,FLR025,STK-135,8,311.75,2494.0,1720,774.0,alpha,CY,0,2,2016-01,2016-02
SO - 0003787,2016-02-16,2016,2,16,Winthrop ,Wholesale,AXW291,STK-145,12,305.02,3660.24,2424,1236.2399999999998,beta,CZ,0,7,2016-02,2016-07
SO - 0003788,2015-05-10,2015,5,10,Select ,Wholesale,GUT930,STK-128,12,543.4,6520.799999999999,3120,3400.8,beta,BZ,0,19,2015-05,2015-19
SO - 0003789,2015-04-25,2015,4,25,Nipro ,Wholesale,AXW291,STK-152,8,359.54999999999995,2876.4,2040,836.3999999999996,beta,CY,0,17,2015-04,2015-17
SO - 0003790,2016-02-09,2016,2,9,"Apotheca, Ltd",Export,NXH382,STK-123,7,233.84,1636.88,1036,600.8800000000001,beta,CY,0,6,2016-02,2016-06
SO - 0003791,2016-01-29,2016,1,29,21st Ltd,Wholesale,AXW291,STK-128,8,543.4,4347.2,2080,2267.2,gamma,BZ,0,4,2016-01,2016-04
SO - 0003792,2015-05-05,2015,5,5,Linde ,Wholesale,AXW291,STK-148,7,198.72,1391.0399999999995,756,635.0399999999997,beta,CX,0,19,2015-05,2015-19
SO - 0003793,2016-03-22,2016,3,22,Medline ,Wholesale,AXW291,STK-133,9,271.56,2444.04,1674,770.04,beta,CY,0,12,2016-03,2016-12
SO - 0003794,2015-08-10,2015,8,10,Eminence Corp,Wholesale,GUT930,STK-140,10,282.48,2824.8,1320,1504.7999999999995,alpha,CY,0,33,2015-08,2015-33
SO - 0003795,2015-09-21,2015,9,21,Nipro ,Distributor,GUT930,STK-146,12,443.84,5326.08,3504,1822.08,beta,BX,0,39,2015-09,2015-39
SO - 0003796,2016-05-30,2016,5,30,"PEDIFIX, Corp",Distributor,FLR025,STK-110,11,538.48,5923.280000000001,2794,3129.2800000000007,beta,BX,1,22,2016-05,2016-22
SO - 0003797,2016-05-04,2016,5,4,E. Ltd,Distributor,FLR025,STK-147,11,414.15,4555.65,2761,1794.6499999999996,beta,CY,0,18,2016-05,2016-18
SO - 0003798,2016-01-11,2016,1,11,Mylan Corp,Wholesale,NXH382,STK-140,8,282.48,2259.84,1056,1203.8399999999997,alpha,CY,0,2,2016-01,2016-02
SO - 0003799,2015-06-26,2015,6,26,OHTA'S Corp,Distributor,AXW291,STK-167,6,343.90000000000003,2063.4,1140,923.4,gamma,CY,0,26,2015-06,2015-26
SO - 0003800,2015-11-27,2015,11,27,Avon Corp,Wholesale,AXW291,STK-131,5,580.35,2901.75,1325,1576.75,alpha,BY,0,48,2015-11,2015-48
SO - 0003801,2015-12-13,2015,12,13,Pure Group,Export,GUT930,STK-119,7,411.09,2877.63,1491,1386.63,beta,CY,0,50,2015-12,2015-50
SO - 0003802,2015-11-13,2015,11,13,"Elorac, Corp",Wholesale,AXW291,STK-134,9,484.3,4358.7,2610,1748.6999999999998,beta,BX,0,46,2015-11,2015-46
SO - 0003803,2015-11-20,2015,11,20,"Apotheca, Ltd",Distributor,AXW291,STK-133,7,271.56,1900.92,1302,598.9200000000001,beta,CY,0,47,2015-11,2015-47
SO - 0003804,2015-04-26,2015,4,26,Eminence Corp,Wholesale,NXH382,STK-135,5,311.75,1558.75,1075,483.75,alpha,CY,0,17,2015-04,2015-17
SO - 0003805,2016-03-27,2016,3,27,Linde ,Wholesale,NXH382,STK-148,11,198.72,2185.92,1188,997.9199999999996,beta,CX,0,12,2016-03,2016-12
SO - 0003806,2015-05-16,2015,5,16,Sundial ,Wholesale,GUT930,STK-152,8,359.54999999999995,2876.4,2040,836.3999999999996,alpha,CY,0,20,2015-05,2015-20
SO - 0003807,2015-03-01,2015,3,1,Winthrop ,Wholesale,NXH382,STK-127,10,207.05,2070.5,1010,1060.5,beta,CY,0,9,2015-03,2015-09
SO - 0003808,2015-07-30,2015,7,30,Dharma Ltd,Wholesale,NXH382,STK-166,9,451.92,4067.28,2421,1646.2800000000002,alpha,CZ,0,31,2015-07,2015-31
SO - 0003809,2015-08-07,2015,8,7,"PEDIFIX, Corp",Export,NXH382,STK-103,8,235.17,1881.36,936,945.36,beta,CY,0,32,2015-08,2015-32
SO - 0003810,2015-09-23,2015,9,23,21st Ltd,Wholesale,AXW291,STK-161,12,473.1,5677.200000000001,3420,2257.2000000000007,gamma,CY,0,39,2015-09,2015-39
SO - 0003811,2016-02-25,2016,2,25,"3LAB, Ltd",Distributor,NXH382,STK-149,11,112.56000000000002,1238.16,737,501.1600000000001,beta,CY,0,8,2016-02,2016-08
SO - 0003812,2015-09-14,2015,9,14,Ei ,Distributor,FLR025,STK-109,6,432.62,2595.7200000000003,1338,1257.7200000000005,alpha,CY,0,38,2015-09,2015-38
SO - 0003813,2015-03-28,2015,3,28,"Apotheca, Ltd",Export,AXW291,STK-127,7,207.05,1449.35,707,742.3499999999999,beta,CY,0,13,2015-03,2015-13
SO - 0003814,2015-08-30,2015,8,30,ETUDE Ltd,Distributor,GUT930,STK-134,6,484.3,2905.8,1740,1165.7999999999995,beta,BX,0,35,2015-08,2015-35
SO - 0003815,2015-09-24,2015,9,24,"Exact-Rx, Corp",Wholesale,FLR025,STK-111,11,406.8,4474.8,2486,1988.8,beta,CZ,0,39,2015-09,2015-39
SO - 0003816,2016-03-27,2016,3,27,Weimei Corp,Wholesale,GUT930,STK-112,10,643.5,6435.0,2860,3575.0,beta,AX,0,12,2016-03,2016-12
SO - 0003817,2016-03-16,2016,3,16,WakeFern ,Wholesale,GUT930,STK-124,11,139.87,1538.5700000000002,781,757.5700000000002,alpha,CZ,0,11,2016-03,2016-11
SO - 0003818,2015-10-22,2015,10,22,Medsep Group,Wholesale,AXW291,STK-139,7,574.24,4019.68,2072,1947.6800000000003,beta,BY,0,43,2015-10,2015-43
SO - 0003819,2015-06-04,2015,6,4,S.S.S. Group,Wholesale,GUT930,STK-126,9,407.62,3668.58,2061,1607.58,alpha,CX,0,23,2015-06,2015-23
SO - 0003820,2015-08-30,2015,8,30,Ei ,Wholesale,GUT930,STK-132,6,311.06,1866.36,906,960.36,alpha,CY,0,35,2015-08,2015-35
SO - 0003821,2015-05-12,2015,5,12,21st Ltd,Wholesale,NXH382,STK-162,10,187.18,1871.8,980,891.8000000000002,gamma,CX,0,20,2015-05,2015-20
SO - 0003822,2016-01-17,2016,1,17,Pure Group,Wholesale,AXW291,STK-165,7,145.6,1019.2,637,382.19999999999993,beta,CY,0,2,2016-01,2016-02
SO - 0003823,2016-01-18,2016,1,18,Pacific Ltd,Distributor,NXH382,STK-128,5,543.4,2717.0,1300,1417.0,beta,BZ,0,3,2016-01,2016-03
SO - 0003824,2016-01-29,2016,1,29,Niconovum Corp,Distributor,AXW291,STK-112,5,643.5,3217.5,1430,1787.5,alpha,AX,0,4,2016-01,2016-04
SO - 0003825,2015-01-08,2015,1,8,"Exact-Rx, Corp",Wholesale,AXW291,STK-135,11,311.75,3429.25,2365,1064.25,beta,CY,0,2,2015-01,2015-02
SO - 0003826,2016-03-06,2016,3,6,Apollo Ltd,Wholesale,GUT930,STK-106,5,206.55,1032.75,675,357.75,gamma,CY,0,9,2016-03,2016-09
SO - 0003827,2015-09-10,2015,9,10,Ole Group,Export,AXW291,STK-126,10,407.62,4076.2,2290,1786.1999999999998,gamma,CX,0,37,2015-09,2015-37
SO - 0003828,2015-11-26,2015,11,26,Bare ,Wholesale,AXW291,STK-120,12,444.44000000000005,5333.280000000001,3252,2081.2800000000007,beta,CX,0,48,2015-11,2015-48
SO - 0003829,2015-03-19,2015,3,19,Medsep Group,Wholesale,GUT930,STK-126,5,407.62,2038.1,1145,893.0999999999999,beta,CX,0,12,2015-03,2015-12
SO - 0003830,2015-06-29,2015,6,29,"Exact-Rx, Corp",Export,NXH382,STK-110,11,538.48,5923.280000000001,2794,3129.2800000000007,beta,BX,0,27,2015-06,2015-27
SO - 0003831,2015-06-25,2015,6,25,"Fenwal, Corp",Distributor,GUT930,STK-131,7,580.35,4062.45,1855,2207.4500000000003,alpha,BY,0,26,2015-06,2015-26
SO - 0003832,2016-04-15,2016,4,15,Qualitest ,Wholesale,AXW291,STK-142,11,88.74,976.14,638,338.14,beta,CX,0,15,2016-04,2016-15
SO - 0003833,2015-03-02,2015,3,2,"Fenwal, Corp",Wholesale,GUT930,STK-107,11,262.26,2884.86,2046,838.8599999999997,alpha,CZ,0,10,2015-03,2015-10
SO - 0003834,2015-08-25,2015,8,25,E. Ltd,Export,AXW291,STK-111,6,406.8,2440.8,1356,1084.8000000000002,beta,CZ,0,35,2015-08,2015-35
SO - 0003835,2015-05-08,2015,5,8,Bare ,Wholesale,AXW291,STK-101,11,417.45,4591.95,2783,1808.95,beta,CX,0,19,2015-05,2015-19
SO - 0003836,2016-01-18,2016,1,18,Ei ,Export,AXW291,STK-116,7,182.04,1274.28,574,700.28,alpha,CZ,0,3,2016-01,2016-03
SO - 0003837,2015-03-12,2015,3,12,Pacific Ltd,Distributor,AXW291,STK-132,5,311.06,1555.3,755,800.3,beta,CY,0,11,2015-03,2015-11
SO - 0003838,2015-01-18,2015,1,18,Sundial ,Wholesale,NXH382,STK-144,7,127.92000000000002,895.44,546,349.44000000000005,alpha,CY,0,3,2015-01,2015-03
SO - 0003839,2016-02-04,2016,2,4,O.E. Ltd,Distributor,AXW291,STK-114,12,291.43,3497.16,1812,1685.16,beta,CZ,0,5,2016-02,2016-05
SO - 0003840,2015-11-07,2015,11,7,Medline ,Distributor,NXH382,STK-112,12,643.5,7722.0,3432,4290.0,beta,AX,0,45,2015-11,2015-45
SO - 0003841,2015-12-24,2015,12,24,Rochester Ltd,Export,AXW291,STK-134,5,484.3,2421.5,1450,971.5,beta,BX,0,52,2015-12,2015-52
SO - 0003842,2015-06-15,2015,6,15,"PEDIFIX, Corp",Export,GUT930,STK-117,11,301.44,3315.84,1727,1588.84,beta,CX,0,25,2015-06,2015-25
SO - 0003843,2015-11-16,2015,11,16,21st Ltd,Wholesale,AXW291,STK-133,8,271.56,2172.48,1488,684.48,gamma,CY,0,47,2015-11,2015-47
SO - 0003844,2015-05-16,2015,5,16,Avon Corp,Distributor,FLR025,STK-116,6,182.04,1092.24,492,600.24,alpha,CZ,0,20,2015-05,2015-20
SO - 0003845,2015-04-03,2015,4,3,O.E. Ltd,Export,AXW291,STK-158,6,143.1,858.5999999999999,540,318.5999999999999,beta,CX,1,14,2015-04,2015-14
SO - 0003846,2015-08-05,2015,8,5,"PEDIFIX, Corp",Distributor,AXW291,STK-162,10,187.18,1871.8,980,891.8000000000002,beta,CX,0,32,2015-08,2015-32
SO - 0003847,2015-12-30,2015,12,30,Rochester Ltd,Distributor,FLR025,STK-150,12,217.14,2605.6800000000003,1692,913.6800000000004,beta,CX,0,53,2015-12,2015-53
SO - 0003848,2015-04-04,2015,4,4,Linde ,Distributor,GUT930,STK-111,11,406.8,4474.8,2486,1988.8,beta,CZ,0,14,2015-04,2015-14
SO - 0003849,2015-03-31,2015,3,31,Bare ,Export,NXH382,STK-121,5,346.48,1732.4,1220,512.3999999999999,beta,CY,0,14,2015-03,2015-14
SO - 0003850,2015-07-24,2015,7,24,Mylan Corp,Wholesale,FLR025,STK-167,6,343.90000000000003,2063.4,1140,923.4,alpha,CY,0,30,2015-07,2015-30
SO - 0003851,2015-02-27,2015,2,27,Medsep Group,Wholesale,FLR025,STK-123,9,233.84,2104.56,1332,772.56,beta,CY,0,9,2015-02,2015-09
SO - 0003852,2015-01-08,2015,1,8,Select ,Wholesale,GUT930,STK-103,6,235.17,1411.02,702,709.02,beta,CY,0,2,2015-01,2015-02
SO - 0003853,2015-08-26,2015,8,26,Uriel Group,Distributor,NXH382,STK-148,9,198.72,1788.4799999999998,972,816.4799999999998,beta,CX,0,35,2015-08,2015-35
SO - 0003854,2015-08-13,2015,8,13,"Apotheca, Ltd",Export,FLR025,STK-159,9,603.2,5428.8,2610,2818.8,beta,AZ,0,33,2015-08,2015-33
SO - 0003855,2016-01-01,2016,1,1,WakeFern ,Distributor,GUT930,STK-151,8,341.7,2733.6,1360,1373.6,alpha,CY,1,53,2016-01,2015-53
SO - 0003856,2015-10-05,2015,10,5,Wuxi Group,Distributor,AXW291,STK-165,11,145.6,1601.6,1001,600.5999999999999,alpha,CY,0,41,2015-10,2015-41
SO - 0003857,2015-11-17,2015,11,17,OUR Ltd,Wholesale,AXW291,STK-163,8,239.04,1912.32,1328,584.3199999999999,alpha,CY,0,47,2015-11,2015-47
SO - 0003858,2015-05-24,2015,5,24,Linde ,Export,AXW291,STK-147,12,414.15,4969.799999999999,3012,1957.7999999999995,beta,CY,0,21,2015-05,2015-21
SO - 0003859,2015-08-25,2015,8,25,Pure Group,Distributor,AXW291,STK-104,7,389.36,2725.5199999999995,1736,989.5199999999996,beta,CZ,0,35,2015-08,2015-35
SO - 0003860,2015-10-21,2015,10,21,Ei ,Wholesale,AXW291,STK-154,11,345.15,3796.65,2145,1651.6499999999996,alpha,CY,0,43,2015-10,2015-43
SO - 0003861,2016-03-13,2016,3,13,Select ,Distributor,NXH382,STK-117,9,301.44,2712.96,1413,1299.96,beta,CX,0,10,2016-03,2016-10
SO - 0003862,2016-05-30,2016,5,30,Ascend Ltd,Distributor,AXW291,STK-127,6,207.05,1242.3,606,636.3,beta,CY,1,22,2016-05,2016-22
SO - 0003863,2015-12-08,2015,12,8,Medline ,Wholesale,NXH382,STK-106,5,206.55,1032.75,675,357.75,beta,CY,0,50,2015-12,2015-50
SO - 0003864,2015-09-03,2015,9,3,Pacific Ltd,Wholesale,AXW291,STK-134,8,484.3,3874.4,2320,1554.3999999999996,beta,BX,0,36,2015-09,2015-36
SO - 0003865,2016-04-07,2016,4,7,Ole Group,Distributor,GUT930,STK-167,10,343.90000000000003,3439.0000000000005,1900,1539.0000000000005,gamma,CY,0,14,2016-04,2016-14
SO - 0003866,2016-01-30,2016,1,30,Prasco Group,Wholesale,AXW291,STK-165,6,145.6,873.5999999999999,546,327.5999999999999,alpha,CY,0,4,2016-01,2016-04
SO - 0003867,2016-03-15,2016,3,15,Winthrop ,Wholesale,GUT930,STK-135,11,311.75,3429.25,2365,1064.25,beta,CY,0,11,2016-03,2016-11
SO - 0003868,2015-12-13,2015,12,13,Medsep Group,Wholesale,AXW291,STK-126,8,407.62,3260.96,1832,1428.96,beta,CX,0,50,2015-12,2015-50
SO - 0003869,2015-07-13,2015,7,13,"PEDIFIX, Corp",Wholesale,AXW291,STK-114,12,291.43,3497.16,1812,1685.16,beta,CZ,0,29,2015-07,2015-29
SO - 0003870,2015-05-29,2015,5,29,Niconovum Corp,Export,AXW291,STK-158,12,143.1,1717.1999999999998,1080,637.1999999999998,alpha,CX,0,22,2015-05,2015-22
SO - 0003871,2015-05-12,2015,5,12,Apollo Ltd,Wholesale,AXW291,STK-119,7,411.09,2877.63,1491,1386.63,gamma,CY,0,20,2015-05,2015-20
SO - 0003872,2015-07-21,2015,7,21,Avon Corp,Wholesale,FLR025,STK-156,8,178.5,1428.0,680,748.0,alpha,CY,0,30,2015-07,2015-30
SO - 0003873,2015-06-22,2015,6,22,Burt's Corp,Export,AXW291,STK-162,9,187.18,1684.62,882,802.6200000000001,beta,CX,0,26,2015-06,2015-26
SO - 0003874,2015-03-28,2015,3,28,"Apotheca, Ltd",Wholesale,AXW291,STK-167,11,343.90000000000003,3782.900000000001,2090,1692.9000000000003,beta,CY,0,13,2015-03,2015-13
SO - 0003875,2015-10-19,2015,10,19,Ascend Ltd,Distributor,GUT930,STK-129,8,284.59,2276.72,1528,748.7199999999998,beta,CY,0,43,2015-10,2015-43
SO - 0003876,2016-04-21,2016,4,21,"Apotheca, Ltd",Distributor,AXW291,STK-105,8,480.68,3845.44,1952,1893.44,beta,CY,0,16,2016-04,2016-16
SO - 0003877,2016-04-16,2016,4,16,WakeFern ,Export,NXH382,STK-121,11,346.48,3811.28,2684,1127.2799999999995,alpha,CY,0,15,2016-04,2016-15
SO - 0003878,2015-10-19,2015,10,19,ETUDE Ltd,Export,AXW291,STK-135,5,311.75,1558.75,1075,483.75,beta,CY,0,43,2015-10,2015-43
SO - 0003879,2015-10-25,2015,10,25,Llorens Ltd,Wholesale,AXW291,STK-164,9,226.8,2041.2,945,1096.2,gamma,CX,0,43,2015-10,2015-43
SO - 0003880,2015-12-27,2015,12,27,Eminence Corp,Distributor,GUT930,STK-136,9,287.98,2591.82,1386,1205.8200000000002,alpha,CY,0,52,2015-12,2015-52
SO - 0003881,2015-06-15,2015,6,15,Select ,Wholesale,AXW291,STK-127,10,207.05,2070.5,1010,1060.5,beta,CY,0,25,2015-06,2015-25
SO - 0003882,2015-02-24,2015,2,24,Qualitest ,Wholesale,GUT930,STK-117,9,301.44,2712.96,1413,1299.96,beta,CX,0,9,2015-02,2015-09
SO - 0003883,2015-10-02,2015,10,2,Select ,Distributor,AXW291,STK-165,6,145.6,873.5999999999999,546,327.5999999999999,beta,CY,0,40,2015-10,2015-40
SO - 0003884,2015-02-24,2015,2,24,Ei ,Distributor,FLR025,STK-166,12,451.92,5423.04,3228,2195.04,alpha,CZ,0,9,2015-02,2015-09
SO - 0003885,2015-06-28,2015,6,28,ETUDE Ltd,Wholesale,AXW291,STK-155,8,513.08,4104.64,2032,2072.6400000000003,beta,CX,0,26,2015-06,2015-26
SO - 0003886,2015-06-05,2015,6,5,Rochester Ltd,Wholesale,AXW291,STK-108,6,548.12,3288.7200000000003,1704,1584.7200000000005,beta,BY,0,23,2015-06,2015-23
SO - 0003887,2015-08-12,2015,8,12,"Apotheca, Ltd",Wholesale,AXW291,STK-120,12,444.44000000000005,5333.280000000001,3252,2081.2800000000007,beta,CX,0,33,2015-08,2015-33
SO - 0003888,2015-05-10,2015,5,10,New Ltd,Export,AXW291,STK-120,12,444.44000000000005,5333.280000000001,3252,2081.2800000000007,beta,CX,0,19,2015-05,2015-19
SO - 0003889,2015-11-16,2015,11,16,OUR Ltd,Wholesale,AXW291,STK-160,5,240.64,1203.1999999999998,640,563.1999999999998,alpha,CZ,0,47,2015-11,2015-47
SO - 0003890,2016-01-30,2016,1,30,"PEDIFIX, Corp",Wholesale,AXW291,STK-163,12,239.04,2868.48,1992,876.48,beta,CY,0,4,2016-01,2016-04
SO - 0003891,2016-01-04,2016,1,4,Sundial ,Distributor,FLR025,STK-108,10,548.12,5481.2,2840,2641.2,alpha,BY,1,1,2016-01,2016-01
SO - 0003892,2016-05-06,2016,5,6,S.S.S. Group,Distributor,AXW291,STK-129,7,284.59,1992.13,1337,655.1299999999999,alpha,CY,0,18,2016-05,2016-18
SO - 0003893,2015-08-19,2015,8,19,Avon Corp,Wholesale,AXW291,STK-166,9,451.92,4067.28,2421,1646.2800000000002,alpha,CZ,0,34,2015-08,2015-34
SO - 0003894,2016-06-03,2016,6,3,Trigen ,Wholesale,FLR025,STK-125,8,167.7,1341.6,688,653.5999999999999,gamma,CZ,0,22,2016-06,2016-22
SO - 0003895,2015-01-14,2015,1,14,"Exact-Rx, Corp",Wholesale,AXW291,STK-156,6,178.5,1071.0,510,561.0,beta,CY,0,3,2015-01,2015-03
SO - 0003896,2015-01-11,2015,1,11,OUR Ltd,Wholesale,AXW291,STK-127,8,207.05,1656.4,808,848.3999999999999,alpha,CY,0,2,2015-01,2015-02
SO - 0003897,2016-05-01,2016,5,1,AuroMedics Corp,Export,FLR025,STK-104,9,389.36,3504.24,2232,1272.2399999999998,gamma,CZ,0,17,2016-05,2016-17
SO - 0003898,2015-07-16,2015,7,16,Ascend Ltd,Wholesale,GUT930,STK-124,12,139.87,1678.44,852,826.44,beta,CZ,0,29,2015-07,2015-29
SO - 0003899,2015-11-23,2015,11,23,Medsep Group,Wholesale,AXW291,STK-123,6,233.84,1403.04,888,515.04,beta,CY,0,48,2015-11,2015-48
SO - 0003900,2015-04-01,2015,4,1,Dharma Ltd,Export,GUT930,STK-151,6,341.7,2050.2,1020,1030.1999999999998,alpha,CY,0,14,2015-04,2015-14
SO - 0003901,2015-01-26,2015,1,26,Ei ,Wholesale,AXW291,STK-139,5,574.24,2871.2,1480,1391.1999999999998,alpha,BY,0,5,2015-01,2015-05
SO - 0003902,2015-07-25,2015,7,25,21st Ltd,Export,NXH382,STK-128,8,543.4,4347.2,2080,2267.2,gamma,BZ,0,30,2015-07,2015-30
SO - 0003903,2015-08-09,2015,8,9,Amylin Group,Wholesale,NXH382,STK-137,5,307.98,1539.9,885,654.9000000000001,beta,CY,0,32,2015-08,2015-32
SO - 0003904,2015-08-29,2015,8,29,Ohio ,Distributor,NXH382,STK-111,9,406.8,3661.2,2034,1627.2000000000005,beta,CZ,0,35,2015-08,2015-35
SO - 0003905,2015-08-11,2015,8,11,Ei ,Wholesale,GUT930,STK-130,7,423.7,2965.9,1561,1404.9,alpha,CZ,0,33,2015-08,2015-33
SO - 0003906,2016-06-04,2016,6,4,Pacific Ltd,Wholesale,AXW291,STK-140,11,282.48,3107.28,1452,1655.2799999999995,beta,CY,0,22,2016-06,2016-22
SO - 0003907,2016-05-01,2016,5,1,Sundial ,Distributor,NXH382,STK-164,12,226.8,2721.6000000000004,1260,1461.6000000000004,alpha,CX,0,17,2016-05,2016-17
SO - 0003908,2015-10-08,2015,10,8,S.S.S. Group,Wholesale,GUT930,STK-131,10,580.35,5803.5,2650,3153.5,alpha,BY,0,41,2015-10,2015-41
SO - 0003909,2016-03-03,2016,3,3,"3LAB, Ltd",Distributor,FLR025,STK-130,9,423.7,3813.3,2007,1806.3,beta,CZ,0,9,2016-03,2016-09
SO - 0003910,2015-05-24,2015,5,24,Wuxi Group,Export,AXW291,STK-124,8,139.87,1118.96,568,550.96,alpha,CZ,0,21,2015-05,2015-21
SO - 0003911,2016-05-05,2016,5,5,ETUDE Ltd,Wholesale,NXH382,STK-145,6,305.02,1830.12,1212,618.1199999999999,beta,CZ,0,18,2016-05,2016-18
SO - 0003912,2016-06-09,2016,6,9,E. Ltd,Wholesale,NXH382,STK-136,9,287.98,2591.82,1386,1205.8200000000002,beta,CY,0,23,2016-06,2016-23
SO - 0003913,2015-05-22,2015,5,22,Avon Corp,Wholesale,AXW291,STK-152,6,359.54999999999995,2157.3,1530,627.2999999999997,alpha,CY,0,21,2015-05,2015-21
SO - 0003914,2015-12-04,2015,12,4,AuroMedics Corp,Wholesale,AXW291,STK-163,6,239.04,1434.24,996,438.24,gamma,CY,0,49,2015-12,2015-49
SO - 0003915,2016-02-18,2016,2,18,Bare ,Wholesale,NXH382,STK-142,7,88.74,621.18,406,215.17999999999995,beta,CX,0,7,2016-02,2016-07
SO - 0003916,2016-04-11,2016,4,11,S.S.S. Group,Wholesale,GUT930,STK-166,8,451.92,3615.36,2152,1463.36,alpha,CZ,0,15,2016-04,2016-15
SO - 0003917,2015-09-01,2015,9,1,Amylin Group,Export,AXW291,STK-159,9,603.2,5428.8,2610,2818.8,beta,AZ,0,36,2015-09,2015-36
SO - 0003918,2016-01-29,2016,1,29,Qualitest ,Wholesale,AXW291,STK-151,6,341.7,2050.2,1020,1030.1999999999998,beta,CY,0,4,2016-01,2016-04
SO - 0003919,2016-01-14,2016,1,14,Capweld ,Wholesale,AXW291,STK-168,8,535.02,4280.16,1928,2352.16,beta,BZ,0,2,2016-01,2016-02
SO - 0003920,2015-11-04,2015,11,4,Sundial ,Distributor,AXW291,STK-133,11,271.56,2987.16,2046,941.16,alpha,CY,0,45,2015-11,2015-45
SO - 0003921,2015-01-20,2015,1,20,Rochester Ltd,Wholesale,AXW291,STK-136,9,287.98,2591.82,1386,1205.8200000000002,beta,CY,0,4,2015-01,2015-04
SO - 0003922,2015-02-19,2015,2,19,Mylan Corp,Export,FLR025,STK-121,10,346.48,3464.8,2440,1024.7999999999995,alpha,CY,0,8,2015-02,2015-08
SO - 0003923,2015-09-16,2015,9,16,Medsep Group,Export,GUT930,STK-165,5,145.6,728.0,455,273.0,beta,CY,0,38,2015-09,2015-38
SO - 0003924,2016-04-10,2016,4,10,O.E. Ltd,Wholesale,NXH382,STK-168,6,535.02,3210.12,1446,1764.12,beta,BZ,0,14,2016-04,2016-14
SO - 0003925,2015-10-14,2015,10,14,"PEDIFIX, Corp",Distributor,NXH382,STK-112,6,643.5,3861.0,1716,2145.0,beta,AX,0,42,2015-10,2015-42
SO - 0003926,2016-02-16,2016,2,16,Winthrop ,Wholesale,NXH382,STK-106,11,206.55,2272.05,1485,787.0500000000002,beta,CY,0,7,2016-02,2016-07
SO - 0003927,2015-06-07,2015,6,7,Ascend Ltd,Wholesale,GUT930,STK-136,5,287.98,1439.9,770,669.9000000000001,beta,CY,0,23,2015-06,2015-23
SO - 0003928,2015-05-02,2015,5,2,Ohio ,Export,AXW291,STK-141,7,301.49999999999994,2110.4999999999995,1050,1060.4999999999995,beta,CY,0,18,2015-05,2015-18
SO - 0003929,2015-05-30,2015,5,30,ETUDE Ltd,Export,AXW291,STK-134,8,484.3,3874.4,2320,1554.3999999999996,beta,BX,0,22,2015-05,2015-22
SO - 0003930,2015-05-14,2015,5,14,Ei ,Wholesale,FLR025,STK-163,7,239.04,1673.28,1162,511.28,alpha,CY,0,20,2015-05,2015-20
SO - 0003931,2016-04-30,2016,4,30,Wuxi Group,Distributor,NXH382,STK-164,7,226.8,1587.6,735,852.6000000000001,alpha,CX,0,17,2016-04,2016-17
SO - 0003932,2015-08-31,2015,8,31,O.E. Ltd,Wholesale,GUT930,STK-105,9,480.68,4326.12,2196,2130.12,beta,CY,1,36,2015-08,2015-36
SO - 0003933,2016-01-31,2016,1,31,Weimei Corp,Export,NXH382,STK-116,9,182.04,1638.36,738,900.3599999999999,beta,CZ,0,4,2016-01,2016-04
SO - 0003934,2016-02-13,2016,2,13,"PEDIFIX, Corp",Distributor,AXW291,STK-125,5,167.7,838.5,430,408.5,beta,CZ,0,6,2016-02,2016-06
SO - 0003935,2015-01-07,2015,1,7,Wuxi Group,Distributor,AXW291,STK-161,5,473.1,2365.5,1425,940.5,alpha,CY,0,2,2015-01,2015-02
SO - 0003936,2015-08-28,2015,8,28,Medline ,Wholesale,FLR025,STK-135,10,311.75,3117.5,2150,967.5,beta,CY,0,35,2015-08,2015-35
SO - 0003937,2016-06-10,2016,6,10,Bare ,Export,NXH382,STK-117,8,301.44,2411.52,1256,1155.52,beta,CX,0,23,2016-06,2016-23
SO - 0003938,2015-11-28,2015,11,28,Uriel Group,Wholesale,AXW291,STK-143,8,111.24,889.9200000000001,432,457.9200000000001,beta,CX,0,48,2015-11,2015-48
SO - 0003939,2016-05-31,2016,5,31,Rochester Ltd,Distributor,NXH382,STK-130,11,423.7,4660.7,2453,2207.7,beta,CZ,0,22,2016-05,2016-22
SO - 0003940,2015-06-25,2015,6,25,Prasco Group,Wholesale,AXW291,STK-109,11,432.62,4758.82,2453,2305.82,alpha,CY,0,26,2015-06,2015-26
SO - 0003941,2015-09-07,2015,9,7,"Elorac, Corp",Wholesale,AXW291,STK-161,10,473.1,4731.0,2850,1881.0,beta,CY,0,37,2015-09,2015-37
SO - 0003942,2016-06-20,2016,6,20,WakeFern ,Distributor,AXW291,STK-132,6,311.06,1866.36,906,960.36,alpha,CY,0,25,2016-06,2016-25
SO - 0003943,2015-10-12,2015,10,12,Dharma Ltd,Wholesale,FLR025,STK-156,8,178.5,1428.0,680,748.0,alpha,CY,0,42,2015-10,2015-42
